alim_grp_code,alim_ssgrp_code,alim_ssssgrp_code,rayon,alim_code,alim_nom_fr,energieKj,energieKcal,fibres,calcium,cuivre,fer,iode,magnesium,manganese,phosphore,potassium,selenium,sodium,zinc,vitamineA,vitamineD,vitamineE,vitamineK1,vitamineC,vitamineB1,vitamineB2,vitamineB3,vitamineB5,vitamineB6,vitamineB9,vitamineB12
7,701,0,Epicerie,31008,Miel,0.0,0.0,0.0,7.93,0.017,0.18,0.5,4.26,0.16,5.6,70.3,5.0,4.11,0.098,0.0,0.0,0.0,0.0,0.8,0.0,0.069,0.11,0.069,0.092,2.0,0.0
7,701,0,Epicerie,31016,Sucre blanc,0.0,0.0,0.0,3.69,0.0055,0.077,0.3,1.65,0.0063,0.0,13.5,5.0,2.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.0,0.0,0.0,0.0,0.0
7,701,0,Epicerie,31017,Sucre roux,0.0,0.0,0.0,83.0,0.051,1.91,0.3,18.5,0.064,3.0,227.0,1.0,41.5,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.13,0.041,1.0,0.0
7,701,0,Epicerie,31034,Sirop d'érable,0.0,0.0,0.0,106.0,0.018,0.11,0.0,21.0,2.6,2.0,219.0,0.0,6.57,1.09,0.0,0.0,0.0,0.0,0.0,0.066,1.27,0.081,0.036,0.002,0.0,0.0
7,702,0,Epicerie,31074,"Chocolat noir à 70% cacao minimum, extra, dégustation, tablette",2450.0,591.0,12.8,62.0,1.6,11.0,10.0,200.0,1.7,280.0,750.0,10.0,8.0,3.0,10.5,2.16,0.67,7.39,0.25,0.13,0.11,0.49,0.44,0.005,52.0,0.35
7,707,0,Epicerie,32136,"Muesli croustillant, au quinoa",0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,901,0,Crèmerie,16404,"Beurre à 82% MG, doux, tendre",3100.0,755.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,901,0,Crèmerie,16410,"Beurre à 60-62% MG, à teneur réduite en matière grasse, doux",2260.0,550.0,0.0,18.0,0.005,0.025,10.0,1.8,0.005,20.0,27.0,10.0,18.0,0.13,660.0,0.125,1.38,0.0,0.5,0.0075,0.005,0.05,0.091,0.005,2.5,0.1
9,901,0,Crèmerie,16412,"Beurre ou assimilé allégé (léger ou à teneur reduite en matière grasse), doux (aliment moyen)",1510.0,368.0,0.51,0.0,0.0,0.22,5.09,0.0,0.0,0.0,0.0,0.0,161.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,902,0,Epicerie,16040,"Huile ou graisse de coco (coprah), sans précision",3700.0,900.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,902,0,Epicerie,17130,Huile de colza,3700.0,900.0,0.0,1.285,0.0052,0.023,0.0,0.29,0.00075,0.0,0.405,5.0,0.555,0.026,0.0,0.0,27.7,71.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,902,0,Epicerie,17220,Huile de noix,3700.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1.81,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,902,0,Epicerie,17270,Huile d'olive vierge extra,3700.0,900.0,0.0,0.1,0.005,0.025,10.0,0.025,0.005,0.15,0.15,10.0,2.5,0.025,0.0,0.125,22.3,58.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,902,0,Epicerie,17400,Huile de sésame,3700.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,902,0,Epicerie,17440,Huile de tournesol,3700.0,901.0,0.0,0.1,0.005,0.025,10.0,0.025,0.005,0.15,0.15,10.0,10.0,0.025,0.0,0.125,57.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1001,100101,Epicerie,11079,"Mayonnaise à teneur réduite en matière grasse ou Mayonnaise allégée, préemballée",0.0,0.0,0.23,47.4,0.05,0.4,5.4,17.7,0.05,26.3,70.0,2.5,936.0,0.12,62.0,0.25,8.0,0.0,3.75,0.02,0.032,0.08,0.21,0.02,21.2,0.14
10,1001,100101,Epicerie,11104,"Sauce soja, préemballée",193.0,45.5,0.86,27.3,0.044,1.72,1.0,83.7,0.46,128.0,547.0,5.0,7440.0,0.4,0.0,0.0,0.0,0.0,0.0,0.046,0.16,3.08,0.34,0.17,16.0,0.0
10,1001,100101,Epicerie,25621,"Houmous, préemballé",0.0,0.0,5.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1001,100102,Epicerie,11107,"Sauce tomate aux oignons, préemballée",0.0,0.0,2.17,24.4,0.098,0.58,18.2,24.7,0.1,26.0,553.0,5.0,467.0,0.17,0.0,0.0,1.44,2.8,5.45,0.027,0.093,0.86,0.31,0.079,9.0,0.0
10,1001,100102,Epicerie,11179,"Sauce pesto, préemballée",1530.0,370.0,2.5,150.0,0.28,0.59,10.0,36.0,0.38,94.0,200.0,10.0,1060.0,0.66,13.0,0.125,17.9,127.0,92.6,0.047,0.097,0.59,0.31,0.073,25.8,0.0
10,1002,0,Epicerie,11013,Moutarde,632.0,152.0,0.5,86.3,0.082,1.83,3.0,48.3,0.39,130.0,150.0,6.0,1860.0,0.67,0.0,0.0,0.36,1.4,0.3,0.11,0.048,0.57,0.19,0.071,7.5,0.0
10,1002,0,Epicerie,11040,"Câpres, au vinaigre",0.0,0.0,3.6,40.0,0.37,1.67,0.0,33.0,0.078,10.0,40.0,0.0,1620.0,0.32,0.0,0.0,0.88,24.6,4.3,0.018,0.14,0.65,0.027,0.023,23.0,0.0
10,1002,0,Epicerie,11090,Vinaigre de cidre,0.0,0.0,0.0,7.0,0.008,0.2,0.0,5.0,0.25,8.0,73.0,0.0,5.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1002,0,Epicerie,11091,Vinaigre balsamique,531.0,125.0,0.5,18.0,0.03,0.95,10.0,12.0,0.19,24.0,160.0,10.0,27.0,0.12,0.0,0.125,0.0,0.4,0.25,0.0075,0.005,0.05,0.072,1.71,5.5,0.0
10,1002,0,Epicerie,11220,Vinaigre de vin rouge,93.3,21.6,0.0,10.0,0.005,0.41,0.0,5.9,0.06,11.0,74.0,10.0,5.1,0.08,0.0,0.125,0.04,0.4,0.25,0.0075,0.005,0.05,0.037,0.015,2.5,0.0
10,1002,0,Epicerie,13033,"Olive verte, en saumure, égouttée",637.0,155.0,3.6,58.0,0.11,0.16,10.0,24.0,0.03,6.7,31.0,10.0,1260.0,0.07,0.0,0.125,5.23,13.9,0.25,0.0075,0.005,0.05,0.035,0.018,2.5,0.0
10,1002,0,Epicerie,13131,"Olive noire, à l'huile (à la grecque)",1360.0,332.0,11.6,110.0,0.27,1.7,10.0,29.0,0.28,60.0,320.0,25.0,3380.0,0.62,0.0,0.0,2.57,0.0,0.62,0.058,0.05,0.19,0.17,0.048,5.83,0.028
10,1002,0,Epicerie,13184,Olive (aliment moyen),667.0,162.0,4.38,64.2,0.13,1.79,10.9,22.0,0.046,9.02,37.9,12.9,1210.0,0.1,0.052,0.1,5.26,11.3,2.27,0.012,0.0072,0.057,0.04,0.02,3.2,0.0051
10,1002,0,Epicerie,13186,Olive noire (aliment moyen),0.0,0.0,6.97,84.3,0.19,7.53,10.0,17.9,0.1,15.3,62.0,25.0,1090.0,0.21,0.0,0.0,5.6,1.4,0.3,0.023,0.011,0.07,0.056,0.028,2.98,0.004
10,1003,0,Epicerie,11001,"Bouillon de boeuf, déshydraté",1000.0,240.0,0.65,32.7,0.12,0.35,2.5,21.9,0.1,127.0,344.0,4.6,13200.0,0.32,0.0,0.0,2.17,0.0,0.0,1.38,0.23,2.09,0.48,0.29,76.3,0.34
10,1003,0,Epicerie,11172,"Court-bouillon pour poissons, déshydraté",1080.0,260.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1003,0,Epicerie,11174,"Bouillon de volaille, déshydraté",974.0,233.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1003,0,Epicerie,11304,"Fond de veau, préemballé",171.0,40.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1004,0,Epicerie,11017,"Sel blanc alimentaire, non iodé, non fluoré (marin, ignigène ou gemme)",0.0,0.0,0.0,13.3,0.15,0.29,1.8,3.15,0.12,8.0,16.9,0.5,39100.0,0.088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1005,0,Epicerie,11005,"Curry, poudre",1230.0,301.0,53.2,525.0,1.2,19.1,0.5,255.0,8.3,367.0,1170.0,0.0,52.0,4.7,0.0,0.0,25.2,99.8,0.7,0.18,0.2,3.26,1.07,0.11,56.0,0.0
10,1005,0,Epicerie,11006,"Gingembre, poudre",1410.0,335.0,14.1,114.0,0.48,19.8,0.0,214.0,33.3,168.0,1320.0,0.0,27.0,3.64,0.0,0.0,0.0,0.8,0.7,0.046,0.17,9.62,0.48,0.63,13.0,0.0
10,1005,0,Epicerie,11015,"Poivre noir, poudre",1380.0,330.0,25.7,480.0,1.0,17.0,10.0,190.0,15.0,170.0,1600.0,10.0,14.2,0.99,0.0,0.125,1.93,144.0,0.25,0.12,0.005,0.46,1.82,0.23,21.8,0.0
10,1005,0,Epicerie,11025,"Cannelle, poudre",1000.0,243.0,53.1,1000.0,0.34,8.32,0.0,60.0,17.5,64.0,431.0,3.1,10.0,1.83,0.0,0.0,2.32,31.2,3.8,0.022,0.041,1.33,0.36,0.16,6.0,0.0
10,1005,0,Epicerie,11026,"Coriandre, graine",1430.0,346.0,41.9,709.0,0.98,16.3,0.0,330.0,1.9,409.0,1270.0,0.0,35.0,4.7,0.0,0.0,0.0,0.0,21.0,0.24,0.29,2.13,0.0,0.0,0.0,0.0
10,1005,0,Epicerie,11039,Safran,1490.0,352.0,3.9,111.0,0.33,11.1,0.0,264.0,28.4,252.0,1720.0,0.0,148.0,1.09,0.0,0.0,1.69,0.0,80.8,0.12,0.27,1.46,0.0,1.01,93.0,0.0
10,1005,0,Epicerie,11042,"Cumin, graine",1780.0,427.0,10.5,931.0,0.87,66.4,0.0,366.0,3.33,499.0,1790.0,0.0,168.0,4.8,0.0,0.0,3.33,5.4,7.7,0.63,0.33,4.58,0.0,0.44,10.0,0.0
10,1005,0,Epicerie,11048,Noix de muscade,2100.0,507.0,20.8,184.0,1.03,3.04,0.0,183.0,2.9,213.0,350.0,1.6,16.0,2.15,0.0,0.0,0.0,0.0,3.0,0.35,0.057,1.3,0.0,0.16,76.0,0.0
10,1005,0,Epicerie,11049,Paprika,1320.0,319.0,34.9,229.0,0.71,21.1,0.0,178.0,1.59,314.0,2280.0,0.0,68.0,4.33,0.0,0.0,29.1,80.3,0.9,0.33,1.23,10.1,2.51,2.14,49.0,0.0
10,1005,0,Epicerie,11052,Clou de girofle,1390.0,335.0,33.9,632.0,0.37,11.8,0.0,259.0,60.1,104.0,1020.0,0.0,277.0,2.32,0.0,0.0,8.82,142.0,0.2,0.16,0.22,1.56,0.51,0.39,25.0,0.0
10,1005,0,Epicerie,11053,"Laurier, feuille",1480.0,353.0,26.3,834.0,0.42,43.0,0.0,120.0,8.17,113.0,529.0,0.0,23.0,3.7,0.0,0.0,1.79,0.0,46.5,0.009,0.42,2.01,0.0,1.74,180.0,0.0
10,1005,0,Epicerie,11074,"Gingembre, racine crue",137.0,32.9,2.7,11.0,0.05,0.4,10.0,26.0,7.0,26.0,320.0,10.0,6.3,0.24,0.0,0.125,0.75,0.4,0.25,0.018,0.005,0.05,0.13,0.1,11.8,0.0
10,1005,0,Epicerie,11081,Epice (aliment moyen),1440.0,346.0,25.9,450.0,0.97,17.0,9.75,189.0,13.1,186.0,1430.0,8.86,19.2,1.44,0.0,0.096,2.99,118.0,2.61,0.15,0.064,1.05,1.77,0.29,30.2,0.0
10,1005,0,Epicerie,11088,Poivre de Cayenne ou piment de Cayenne,1560.0,376.0,27.2,148.0,0.37,7.8,0.0,152.0,2.0,293.0,2010.0,0.0,30.0,2.48,0.0,0.0,29.8,80.3,76.4,0.33,0.92,8.7,0.0,2.45,106.0,0.0
10,1005,0,Epicerie,11089,"Curcuma, poudre",1220.0,291.0,22.7,168.0,1.3,55.0,0.0,208.0,19.8,299.0,2080.0,0.0,27.0,4.5,0.0,0.0,4.43,13.4,0.7,0.058,0.15,1.35,0.54,0.11,20.0,0.0
10,1005,0,Epicerie,11098,"Vanille, extrait aqueux",245.0,57.7,0.0,3.0,0.003,0.05,0.0,1.0,0.001,0.0,0.0,0.0,3.0,0.01,0.0,0.0,0.0,0.0,0.0,0.003,0.029,0.13,0.011,0.008,0.0,0.0
10,1006,100601,Epicerie,11000,"Ail, cru",470.0,111.0,5.8,11.0,0.19,0.63,10.0,20.0,0.2,130.0,530.0,10.0,9.0,0.75,0.0,0.125,0.04,0.4,0.25,0.2,0.005,0.05,0.36,1.1,26.1,0.0
10,1006,100601,Epicerie,11003,"Ciboule ou Ciboulette, fraîche",124.0,29.7,3.19,92.8,0.1,1.31,2.2,23.8,0.85,46.3,275.0,0.35,11.5,0.45,0.0,0.0,0.99,260.0,39.7,0.065,0.12,0.57,0.19,0.12,78.3,0.0
10,1006,100601,Epicerie,11014,"Persil, frais",180.0,43.0,4.3,218.0,0.12,4.67,2.5,39.5,1.7,65.0,598.0,0.1,54.3,0.77,1.0,0.0,1.73,1220.0,177.0,0.1,0.2,1.51,0.35,0.15,134.0,0.0
10,1006,100601,Epicerie,11027,"Menthe, fraîche",240.0,57.6,7.4,221.0,0.28,8.48,0.0,71.5,1.15,66.5,514.0,0.5,30.5,1.1,0.0,0.0,5.0,0.0,22.6,0.08,0.22,1.33,0.29,0.14,110.0,0.0
10,1006,100601,Epicerie,11033,"Basilic, frais",145.0,34.8,3.47,273.0,0.39,5.24,0.0,64.0,1.15,56.0,295.0,0.0,12.0,0.81,0.0,0.0,0.8,415.0,14.5,0.034,0.076,0.9,0.21,0.16,68.0,0.0
10,1006,100601,Epicerie,11068,"Romarin, frais",498.0,121.0,14.1,317.0,0.3,6.65,0.0,91.0,0.96,66.0,668.0,0.0,26.0,0.93,0.0,0.0,0.0,0.0,21.8,0.036,0.15,0.91,0.8,0.34,109.0,0.0
10,1006,100601,Epicerie,11070,"Thym, frais",446.0,107.0,14.0,405.0,0.56,17.5,0.0,160.0,1.72,106.0,609.0,0.0,9.0,1.81,0.0,0.0,1.7,0.0,160.0,0.048,0.47,1.82,0.41,0.35,45.0,0.0
10,1006,100601,Epicerie,11093,"Aneth, frais",202.0,48.2,3.5,202.0,0.22,5.5,3.9,28.0,2.7,51.9,647.0,2.7,27.0,1.8,0.0,0.0,1.7,0.0,70.0,0.19,0.43,2.4,0.3,0.3,116.0,0.0
10,1006,100601,Epicerie,11094,"Coriandre, fraiche",92.6,22.3,2.8,67.0,0.23,1.77,0.0,26.0,0.43,48.0,521.0,0.0,46.0,0.5,0.0,0.0,2.5,310.0,27.0,0.067,0.16,1.11,0.57,0.15,62.0,0.0
10,1006,100602,Epicerie,11023,"Ail séché, poudre",1460.0,344.0,9.45,79.5,0.53,4.2,0.0,67.5,0.98,416.0,1150.0,0.0,43.0,2.81,0.0,0.0,0.67,0.4,2.39,0.45,0.15,0.74,0.74,1.65,47.0,0.0
10,1006,100602,Epicerie,11024,"Persil, séché",1210.0,291.0,29.7,658.0,0.62,38.0,0.0,386.0,5.57,492.0,4490.0,0.0,422.0,5.78,0.0,0.0,8.96,1360.0,137.0,0.62,2.32,10.2,1.79,1.14,187.0,0.0
10,1006,100602,Epicerie,11032,"Basilic, séché",1010.0,244.0,37.7,2240.0,2.1,89.8,0.0,711.0,9.8,274.0,2630.0,0.0,76.0,7.1,0.0,0.0,10.7,1710.0,0.8,0.08,1.2,4.9,0.84,1.34,310.0,0.0
10,1006,100602,Epicerie,11035,"Origan, séché",1100.0,265.0,42.5,1600.0,0.63,36.8,0.0,270.0,4.99,148.0,1260.0,0.0,25.0,2.69,0.0,0.0,18.3,622.0,2.3,0.18,0.53,4.64,0.92,1.04,237.0,0.0
10,1006,100602,Epicerie,11038,"Thym, séché",1180.0,285.0,37.0,1890.0,0.86,124.0,0.0,220.0,7.87,201.0,814.0,0.0,55.0,6.18,0.0,0.0,7.48,1710.0,50.0,0.51,0.4,4.94,0.0,0.55,274.0,0.0
10,1006,100602,Epicerie,11060,"Herbes de Provence, séchées",1170.0,283.0,40.1,1860.0,1.06,69.8,15.0,304.0,5.2,297.0,1970.0,4.4,35.0,5.47,0.0,0.0,1.69,0.0,54.0,0.33,0.34,6.03,0.0,1.58,274.0,0.0
10,1009,0,Epicerie,11046,Levure chimique ou Poudre à lever,0.0,0.0,1.9,8960.0,0.012,11.1,0.0,21.0,0.013,7240.0,30.8,0.0,14200.0,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
